sep=,
Table Name,Column Name,Data Type Column,Sample Row 1 Value,Sample Row 2 Value,Sample Row 3 Value
TopBottom_Ranking Category,Category,String,Others,Bottom,Top
TopBottom_Ranking Category,Sort,Integer,2,3,1
TopBottom Parameter,TopBottom Parameter,Integer,3,2,1
s_TopOtherBottom Group,Group,String,Others,Bottom X,Top X
DimensionSelector,Dimension,String,Country,ProfitCenter,CostCenter
TestDimensionsTopBottomx,TestDimensionsTopBottomx,String,PC code,Country Full,Cost Center Full
TestDimensionsTopBottomx,Value4,String,ProfitCenter,Country,CostCenter
sfp_Filter_Dimensions (base),sfp_Filter_Dimensions (base),String,Country Full,Cost Center Full,Company Code|Name
dfp_Filter_Dimensions (Customer based),Parameter,String,Project Manager,Project Name,Project Code
dfp_Filter_Dimensions (Customer based),SlicerKey,Integer,3,2,1
dfp_Filter_Dimensions (Customer based),DisplayTable,String,Project,Project,Project
dfp_Filter_Dimensions (Customer based),Group | Dimension,String,Project | Project Manager,Project | Project Name,Project | Project Code
dfp_Filter_Dimensions (base),sfp_Filter_Dimensions (base),String,Country Full,Cost Center Full,Company Code|Name
dfp_Filter_Dimensions 2 (base),sfp_Filter_Dimensions (base),String,Country Full,Cost Center Full,Company Code|Name
dfp_Filter_Dimensions 2 (base),Display Name,String,Country Full,Cost Center Full,Company Code|Name
dfp_Period,dfp_Period,String,Year Nr,Quarter Year (QQ YY),Month Year (MMMYY)
dfp_Period,Period,String,Year,Quarter & Year,Month & Year
sfp_Filter_Dimensions (base) 2,Parameter,String,Country Full,Cost Center Full,Company Code|Name
